Title,Intervention,Health condition
Efficacy trial of acellular pertussis vaccines; trial I,Vaccination,Pertussis
Measuring protection; a case study of pertussis vaccines--Swedish Trial II: secondary non-randomized comparisons between two schedules of infant vaccination,Vaccination,Pertussis
"Schedules and protection, simultaneous vaccination and safety: Experiences from recent controlled trials",Vaccination,Pertussis
"Randomised controlled trial of two-component, three-component, and five-component acellular pertussis vaccines compared with whole-cell pertussis vaccine. Ad Hoc Group for the Study of Pertussis Vaccines. [see comments.] [erratum appears in Lancet 1998 Feb 7;351(9100):454.]",Vaccination,Pertussis
Invasive bacterial infections during an efficacy trial of acellular pertussis vaccines--implications for future surveillance in pertussis vaccine programmes,Vaccination,Pertussis
The immunogenicity and reactogenicity of DTPw-HBV/Hib 2.5 combination vaccine: results from four phase III multicenter trials across three continents,Vaccination,Pertussis
Acellular vaccines induce cell-mediated immunity to Bordetella pertussis antigens in infants undergoing primary vaccination against pertussis,Vaccination,Pertussis
Elevated levels of maternal anti-tetanus toxin antibodies do not suppress the immune response to a Haemophilus influenzae type b polyribosylphosphate-tetanus toxoid conjugate vaccine,Vaccination,Pertussis
"Haemophilus influenzae type b polysaccharide-tetanus protein conjugate vaccine does not depress serologic responses todiptheria, tetanus or pertussis antigens when coadministered in the same syringe withdiptheria-tetanus-pertussis vaccine at two, four and six months of age",Vaccination,Pertussis
"Safety and immunogenicity of a combineddiptheria, tetanus, pertussis and Haemophilus influenzae type b vaccine in young infants",Vaccination,Pertussis
"Safety of a combinationdiptheria, tetanus toxoid, acellular pertussis, hepatitis B, and inactivated polio vaccine coadministered with a 7-valent pneumococcal conjugate vaccine and a Haemophilus influenzae type b conjugate vaccine",Vaccination,Pertussis
"Fifth vaccination withdiptheria, tetanus and acellular pertussis is beneficial in four- to six-year-olds",Vaccination,Pertussis
Impact of a birth dose of hepatitis B vaccine on the reactogenicity and immunogenicity ofdiptheria-tetanus-acellular pertussis-hepatitis B-inactivated poliovirus-Haemophilus influenzae type b combination vaccination,Vaccination,Pertussis
A safety and immunogenicity comparison of 12 acellular pertussis vaccines and one whole-cell pertussis vaccine given as a fourth dose in 15- to 20-month-old children,Vaccination,Pertussis
Safety and immunogenicity of six acellular pertussis vaccines and one whole-cell pertussis vaccine given as a fifth dose in four- to six-year-old children,Vaccination,Pertussis
Comparison of adiptheria and tetanus toxoids and bicomponent acellular pertussis vaccine withdiptheria and tetanus toxoids and whole-cell pertussis vaccine in infants,Vaccination,Pertussis
Safety and immunogenicity of an acellular pertussis vaccine booster in 15- to 20-month-old children previously immunized with acellular or whole-cell pertussis vaccine as infants. [see comments.],Vaccination,Pertussis
Antibody response and reactions to completion of a four-dose series with a two- or three-component acellular pertussis vaccine compared to whole cell pertussis vaccine,Vaccination,Pertussis
"Vaccine antigen interactions after a combinationdiptheria-tetanus toxoid-acellular pertussis/purified capsular polysaccharide of Haemophilus influenzae type b-tetanus toxoid vaccine in two-, four- and six-month-old infants",Vaccination,Pertussis
"Administration of combineddiptheria and tetanus toxoids and pertussis vaccine, hepatitis B vaccine, and Haemophilus influenzae type b (Hib) vaccine to infants and response to a booster dose of Hib conjugate vaccine",Vaccination,Pertussis
Avidity maturation of antibody to Haemophilus influenzae type b (Hib) after immunization withdiptheria-tetanus-acellular pertussis-hib-hepatitis B combined vaccine in infants (should the disease be Haemophilus Type B infection),Vaccination,Pertussis
"Immunogenicity and safety of a combinationdiptheria, tetanus toxoid, acellular pertussis, hepatitis B, and inactivated poliovirus vaccine coadministered with a 7-valent pneumococcal conjugate vaccine and a Haemophilus influenzae type b conjugate vaccine",Vaccination,Pertussis
"Safety and immunogenicity of a DTaP-IPV(Vero) (serum-free) combination vaccine in comparison to DTaP-IPV(Mkc) when administered simultaneously with Haemophilus influenzae type B conjugate vaccine (PRP-T) in children at 2, 3.5, 5 and 16 months of age",Vaccination,Pertussis
Comparative study of a whole-cell pertussis vaccine and a recombinant acellular pertussis vaccine. The Italian Multicenter Group for the Study of Recombinant Acellular Pertussis Vaccine,Vaccination,Pertussis
Phase I clinical trial of an acellular pertussis vaccine composed of genetically detoxified pertussis toxin combined with FHA and 69 kDa,Vaccination,Pertussis
"Safety of the 11-valent pneumococcal vaccine conjugated to non-typeable Haemophilus influenzae-derived protein D in the first 2 years of life and immunogenicity of the co-administered hexavalentdiptheria, tetanus, acellular pertussis, hepatitis B, inactivated polio virus, Haemophilus influenzae type b and control hepatitis A vaccines",Vaccination,Pertussis
The immunogenicity and reactogenicity of a new DTPw-HBV vaccine as a primary and booster vaccination course in healthy infants,Vaccination,Pertussis
Comparison of immunogenicity of combined DPT--inactivated injectable polio vaccine (DPT - IPV) and association of DPT and attenuated oral polio vaccine (DPT + OPV) in Pakistani children,Vaccination,Pertussis
Symptoms after accelerated immunisation. [see comments.],Vaccination,Pertussis
"Fever as a marker of reactogenicity of an acellular pertussis-containing hexavalent vaccine (HEXAVAC) in a large-scale, open, randomized safety study in healthy French infants",Vaccination,Pertussis
"[The safety and immunogenicity of an heptavalent pneumococcal polysaccharide conjugate vaccine (Prevenar) administered in association with a whole-cell pertussis-based pediatric combination vaccine (DTP-IPV/PRP-T) to French infants with a two-, three-, and four-month schedule]",Vaccination,Pertussis
Decreased Anti-PRP Response Occurs when PRP-T Reconstituted with DTaP is Given Concurrently with IPV (abstract),Vaccination,Pertussis
Diminution of the anti-polyribosylribitol phosphate response to a combineddiptheria-tetanus-acellular pertussis/Haemophilus influenzae type b vaccine by concurrent inactivated poliovirus vaccination,Vaccination,Pertussis
Safety and immunogenicity of combineddiptheria-tetanus-pertussis (whole cell and acellular)-Haemophilus influenzae-b conjugate vaccines administered to Indonesian children,Vaccination,Pertussis
"Immunogenicity and reactogenicity of combined versus separately administered DTPw-HBV and Hib vaccines given to healthy infants at 2, 4 and 6 months of age, with a booster at 18 months",Vaccination,Pertussis
Malaria chemoprophylaxis and the serologic response to measles anddiptheria-tetanus-whole-cell pertussis vaccines,Vaccination,Pertussis
An acellular pertussis vaccine in healthy adults: safety and immunogenicity. Pennridge Pediatric Associates,Vaccination,Pertussis
Simultaneous administration of adiptheria and tetanus toxoids and acellular pertussis vaccine with measles-mumps-rubella and oral poliovirus vaccines,Vaccination,Pertussis
Safety and immunogenicity of PRP-D and DTP administered concurrently at separate sites compared to PRP-D/DTP administered as a single injection,Vaccination,Pertussis
"Comparison ofdiptheria-tetanus-two component acellular pertussis vaccines in United States and Japanese infants at 2, 4, and 6 months of age",Vaccination,Pertussis
"[Combined vaccine against tetanus,diptheria and polio. A randomized controlled study of immunogenicity and tolerance]. [German]",Vaccination,Pertussis
Trial of a new acellular pertussis vaccine in healthy adult volunteers,Vaccination,Pertussis
Persistence of protection through 33 months of age provided by immunization in infancy with two three-component acellular pertussis vaccines. Stage II Working Group,Vaccination,Pertussis
Immunologic response to early and routine DTP immunization in infants,Vaccination,Pertussis
Booster vaccination and 1-year follow-up of 4-8-year-old children with a reduced-antigen-content dTpa-IPV vaccine,Vaccination,Pertussis
"Comparison of the immunogenicity ofdiptheria-tetanus-acellular pertussis -IPV-HBV/HIB compared todiptheria-tetanus-acellular pertussis-HBV-IPV-HIB given as a primary vaccination course at 2, 4 and 6 months of age",Vaccination,Pertussis
Development of a pertussis component vaccine in Japan,Vaccination,Pertussis
Can Haemophilus influenzae type b-tetanus toxoid conjugate vaccine be combined withdiptheria toxoid-pertussis vaccine-tetanus toxoid?,Vaccination,Pertussis
"Controlled trial of Haemophilus influenzae type Bdiptheria toxoid conjugate combined withdiptheria, tetanus and pertussis vaccines, in 18-month-old children, including comparison of arm versus thigh injection",Vaccination,Pertussis
Role of whole-cell pertussis vaccine in severe local reactions to the preschool (fifth) dose ofdiptheria-pertussis-tetanus vaccine,Vaccination,Pertussis
"A comparative study of PENTA vaccine booster doses given at 12, 15, or 18 months of age",Vaccination,Pertussis
Adverse reactions to the preschool (fifth) dose of adsorbeddiptheria-pertussis-tetanus vaccine in Canadian children,Vaccination,Pertussis
"Safety and immunogenicity of a pentavalent combination vaccine (Diptheria, tetanus, acellular pertussis, polio, and haemophilus influenzae type B conjugate) when administered as a fourth dose at 15 to 18 months of age",Vaccination,Pertussis
"Assessment of the compatibility of co-administered 7-valent pneumococcal conjugate, DTaP.IPV/PRP-T Hib and hepatitis B vaccines in infants 2-7 months of age",Vaccination,Pertussis
Primary vaccination of infants withdiptheria-tetanus-acellular pertussis-hepatitis B virus- inactivated polio virus and Haemophilus influenzae type b vaccines given as either separate or mixed injections. [see comments.],Vaccination,Pertussis
"Clinical experience of a tricomponent acellular pertussis vaccine combined withdiptheria and tetanus toxoids for primary vaccination in 22,505 infants",Vaccination,Pertussis
Immunogenicity and reactogenicity of a Haemophilus influenzae type b tetanus conjugate vaccine when administered separately or mixed with concomitantdiptheria-tetanus-toxoid and acellular pertussis vaccine for primary and for booster immunizations,Vaccination,Pertussis
"The safety, reactogenicity and immunogenicity of a 7-valent pneumococcal conjugate vaccine (7VPnC) concurrently administered with a combination DTaP-IPV-Hib vaccine",Vaccination,Pertussis
DTP reactions and serologic response with a reduced dose schedule,Vaccination,Pertussis
Primary immunization withdiptheria-tetanus toxoids vaccine anddiptheria-tetanus toxoids-pertussis vaccine adsorbed: comparison of schedules,Vaccination,Pertussis
"Clinical, metabolic, and antibody responses of adult volunteers to an investigational vaccine composed of pertussies toxin inactivated by hydrogen peroxide",Vaccination,Pertussis
Comparative study of the reactogenicity of a three-component acellular pertussis vaccine and whole-cell pertussis vaccine administered to healthy Singaporean infants,Vaccination,Pertussis
Immune response to octavalentdiptheria- and tetanus-conjugated pneumococcal vaccines is serotype- and carrier-specific: The choice for a mixed carrier vaccine,Vaccination,Pertussis
Haemophilus influenzae type b and pertussis vaccinations in preterm infants,Vaccination,Pertussis
Randomised study of the possible adjuvant effect of BCG vaccine on the immunogenicity ofdiptheria-tetanus-acellular pertussis vaccine in Senegalese infants,Vaccination,Pertussis
[Double-blind randomized trial of the relative effectiveness of two whooping cough vaccines in Senegal],Vaccination,Pertussis
A randomized double-blind trial comparing a two-component acellular to a whole-cell pertussis vaaccine in Senegal,Vaccination,Pertussis
"Multiple antigen immunization of infants against poliomyelitis,diptheria, pertussis, and tetanus",Vaccination,Pertussis
Immunogenicity and reactogenicity of combined acellular pertussis/tetanus/low dosediptheria vaccines given as a booster to UK teenagers,Vaccination,Pertussis
"A comparative efficacy trial in Germany in which infants received either the Lederle/Takeda acellular pertussis component DTP (DTaP) vaccine, the Lederle whole-cell component DTP (DTP) vaccine or DT vaccine",Vaccination,Pertussis
"A comparative efficacy trial in Germany in infants who received either the Lederle/Takeda acellular pertussis component DTP (DTaP) vaccine, the Lederle whole-cell component DTP vaccine, or DT vaccine",Vaccination,Pertussis
A randomized comparison of reactogenicity and immunogenicity of two whole-cell pertussis vaccines,Vaccination,Pertussis
"Pertussis antibodies, protection, and vaccine efficacy after household exposure",Vaccination,Pertussis
Secondary analyses of the efficacy of two acellular pertussis vaccines evaluated in a Swedish phase III trial,Vaccination,Pertussis
Levels of anti-pertussis antibodies related to protection after household exposure to Bordetella pertussis. [see comments.],Vaccination,Pertussis
Low levels of antipertussis antibodies plus lack of history of pertussis correlate with susceptibility after household exposure to Bordetella pertussis,Vaccination,Pertussis
Mortality and morbidity from invasive bacterial infections during a clinical trial of acellular pertussis vaccines in Sweden,Vaccination,Pertussis
[The effect of the emergent vaccination using DTP vaccine to control the outbreak of pertussis]. [Chinese],Vaccination,Pertussis
Adverse reactions of a pertussis toxoid vaccine in a double-blind placebo-controlled trial,Vaccination,Pertussis
Unchanged efficacy of a pertussis toxoid vaccine throughout the two years after the third vaccination of infants,Vaccination,Pertussis
Protection against pertussis with a monocomponent pertussis toxoid vaccine,Vaccination,Pertussis
Correlation between pertussis toxin IgG antibodies in postvaccination sera and subsequent protection against pertussis,Vaccination,Pertussis
"Immunogenicity and reactogenicity of primary immunization with a novel combined Haemophilus influenzae Type b and Neisseria meningitidis Serogroup C-tetanus toxoid conjugate vaccine coadministered with adiptheria-tetanus-acellular Pertussis-hepatitis B-inactivated poliovirus vaccine at 2, 4 and 6 months",Vaccination,Pertussis
Immunogenicity and reactogenicity of a three-dose primary vaccination course with a combineddiptheria-tetanus-acellular pertussis-hepatitis B-inactivated polio-haemophilus influenzae type b vaccine coadministered with a meningococcal C conjugate vaccine,Vaccination,Pertussis
Primary vaccination of adults with reduced antigen-contentdiptheria-tetanus-acellular pertussis or dTpa-inactivated poliovirus vaccines compared todiptheria-tetanus-toxoid vaccines,Vaccination,Pertussis
Immunogenicity and reactogenicity of four doses ofdiptheria-tetanus-three-component acellular pertussis-hepatitis B-inactivated polio virus-Haemophilus influenzae type b vaccine coadministered with 7-valent pneumococcal conjugate Vaccine,Vaccination,Pertussis
Predictors of adverse events after the administration of acellular and whole-celldiptheria-tetanus-pertussis vaccines,Vaccination,Pertussis
Clinical presentation of pertussis in unvaccinated and vaccinated children in the first six years of life,Vaccination,Pertussis
Antibody and cell-mediated immune responses to booster immunization with a new acellular pertussis vaccine in school children,Vaccination,Pertussis
Antibody responses and symptoms after DTP and either tetanus ordiptheria Haemophilus influenzae type B conjugate vaccines given for primary immunisation by separate or mixed injection,Vaccination,Pertussis
Efficacy of a monocomponent pertussis toxoid vaccine after household exposure to pertussis. [see comments.],Vaccination,Pertussis
A placebo-controlled trial of a pertussis-toxoid vaccine,Vaccination,Pertussis
Immunization of children with pertussis toxoid decreases spread of pertussis within the family,Vaccination,Pertussis
Serum IgG antibody responses to pertussis toxin and filamentous hemagglutinin in nonvaccinated and vaccinated children and adults with pertussis. [see comments.],Vaccination,Pertussis
A randomized trial of two acellular pertussis vaccines (dTpa and pa) and a licenseddiptheria-tetanus vaccine (Td) in adults,Vaccination,Pertussis
"Immunogenicity and reactogenicity of a booster dose ofdiptheria, tetanus, acellular pertussis and inactivated poliomyelitis vaccines given concurrently with Haemophilus type b conjugate vaccine or as pentavalent vaccine",Vaccination,Pertussis
Comparative reactogenicity and immunogenicity of booster doses ofdiptheria-tetanus-acellular pertussis-inactivated poliovirus vaccine anddiptheria-tetanus-inactivated poliovirus vaccine in preadolescents,Vaccination,Pertussis
Reactogenicity and tolerability of a non-adjuvanted 11-valentdiptheria-tetanus toxoid pneumococcal conjugate vaccine in Filipino children,Vaccination,Pertussis
Immunogenicity and reactogenicity of a combined DTPw-hepatitis B vaccine in Lithuanian infants,Vaccination,Pertussis
Adiptheria-tetanus-acellular pertussis (dTpa) vaccine for adults (abstract),Vaccination,Pertussis
A randomised controlled trial with adiptheria-tetanus-acellular pertussis (dTpa) vaccine in adults,Vaccination,Pertussis
Adverse effects and sero-responses to an acellular pertussis/Diptheria/tetanus vaccine when combined with Haemophilus influenzae type b vaccine in an accelerated schedule,Vaccination,Pertussis
Study of pertussis vaccines in infants: comparison of response to acellular pertussis DTP vaccines containing 25 micrograms of FHA and either 25 or 8 micrograms of PT with response to whole-cell pertussis DTP vaccine,Vaccination,Pertussis
"Effect of combination with an acellular pertussis,diptheria, tetanus vaccine on antibody response to Hib vaccine (PRP-T)",Vaccination,Pertussis
Reduced-antigen-content-Diptheria-tetanus-acellular-pertussis and inactivated polio vaccine as a booster for adolescents 10 to 14 years of age,Vaccination,Pertussis
Concurrent administration of rhesus rotavirus tetravalent (RRV-TV) vaccine with pentavalentdiptheria-pertussis-tetanus-Haemophilus influenzae beta-inactivated polio and hepatitis B vaccines. [see comments.],Vaccination,Pertussis
"Bordetella Pertussis infections in vaccinated and unvaccinated adolescents and adults, as assessed in a national prospective randomized Acellular Pertussis Vaccine Trial (APERT)",Vaccination,Pertussis
Efficacy of an acellular pertussis vaccine among adolescents and adults,Vaccination,Pertussis
"Safety and immunogenicity of acellular pertussis vaccine, combined withdiptheria and tetanus as the Japanese commercial Takeda vaccine, compared with the Takeda acellular pertussis component combined with Lederle'sdiptheria and tetanus toxoids in two-, four- and six-month-old infants",Vaccination,Pertussis
Extracted pertussis antigen. A clinical appraisal,Vaccination,Pertussis
Acellular pertussis vaccines and complement killing of Bordetella pertussis,Vaccination,Pertussis
[Immunogenity and side effects of a combineddiptheria-pertussis-tetanus adsorbate and haemophilus influenzae conjugate vaccine (HibDPT-Vaccine)],Vaccination,Pertussis
"Effects of feeding probiotics during weaning on infections and antibody responses todiptheria, tetanus and Hib vaccines",Vaccination,Pertussis
"Antibody responses of healthy infants to concurrent administration of a bivalent Haemophilus influenzae type b-hepatitis B vaccine withdiptheria-tetanus-pertussis, polio and measles-mumps-rubella vaccines",Vaccination,Pertussis
Reactogenicity and immunogenicity of a three-component acellular pertussis DTPa vaccine compared to the conventional whole-cell DTPg vaccine,Vaccination,Pertussis
Syringe preparation technique and minor adverse reactions todiptheria-tetanus-pertussis immunization,Vaccination,Pertussis
Age and dose interval as factors in agglutinin formation to pertussis vaccine,Vaccination,Pertussis
Comparison of separate and mixed administration of DTPw-HBV and Hib vaccines: Immunogenicity and reactogenicity profiles,Vaccination,Pertussis
[The immunologic impact and adverse effects of simultaneous inoculation with DPT and BCG vaccines]. [Chinese],Vaccination,Pertussis
Immunogenicity and safety of a tetravalent measles-mumps-rubella-varicella vaccine co-administered with a booster dose of a combineddiptheria-tetanus-acellular pertussis-hepatitis B-inactivated poliovirus-Haemophilus influenzae type b conjugate vaccine in healthy children aged 12-23 months,Vaccination,Pertussis
Immunogenicity of reduced antigen content tetanus-Diptheria-acellular pertussis vaccine in adolescents as a sixth consecutive dose of acellular pertussis-containing vaccine,Vaccination,Pertussis
Safety of reduced-antigen-content tetanus-Diptheria-acellular pertussis vaccine in adolescents as a sixth consecutive dose of acellular pertussis-containing vaccine.[see comment],Vaccination,Pertussis
"Safety, reactogenicity and immunogenicity of a combined hexavalent tetanus,diptheria, acellular pertussis, hepatitis B, inactivated poliovirus vaccine and Haemophilus influenzae type b conjugate vaccine, for primary immunization of infants",Vaccination,Pertussis
Evidence for induction of polysaccharide specific B-cell-memory in the 1st year of life: plain Haemophilus influenzae type b-PRP (Hib) boosters children primed with a tetanus-conjugate Hib-DTPa-HBV combined vaccine,Vaccination,Pertussis
"Antibody persistence in UK pre-school children following primary series with an acellular pertussis-containing pentavalent vaccine given concomitantly with meningococcal group C conjugate vaccine, and response to a booster dose of an acellular pertussis-containing quadrivalent vaccine",Vaccination,Pertussis
"Safety and immunogenicity of one dose of MenACWY-CRM, an investigational quadrivalent meningococcal glycoconjugate vaccine, when administered to adolescents concomitantly or sequentially with Tdap and HPV vaccines",Vaccination,Pertussis
The immunogenicity and safety of a reduced PRP-content DTPw-HBV/Hib vaccine when administered according to the accelerated EPI schedule,Vaccination,Pertussis
Primary and booster vaccination in Latin American children with a DTPw-HBV/Hib combination: a randomized controlled trial,Vaccination,Pertussis
"Safety and immunogenicity of a tetanus toxoid, reduceddiptheria toxoid, and acellular pertussis vaccine when co-administered with influenza vaccine in adults",Vaccination,Pertussis
Immunogenicity and reactogenicity of acellular pertussis booster vaccines in children: standard pediatric versus a reduced-antigen content formulation,Vaccination,Pertussis
"Immunogenicity and safety of a pentavalent acellular pertussis combined vaccine includingdiptheria, tetanus, inactivated poliovirus and conjugated Haemophilus Influenzae type b polysaccharide for primary vaccination at 2, 3, 4 or 3, 4, 5 months of age in infants in China",Vaccination,Pertussis
"Reactogenicity of tetanus,diptheria, 5-component acellular pertussis vaccine administered as a sixth consecutive acellular pertussis vaccine dose to adolescents",Vaccination,Pertussis
Randomized controlled trial to improve childhood immunization adherence in rural Pakistan: redesigned immunization card and maternal education,Vaccination,Pertussis
Safe and effective booster immunization using DTaP in teenagers,Vaccination,Pertussis
Comparison of a three-component acellular pertussis vaccine with a whole-cell pertussis vaccine in 15- through 20-month-old infants.,Vaccination,Pertussis
Safety of combined oligosaccharide conjugate Haemophilus influenzae type b (HbOC) and whole celldiptheria-tetanus toxoids-pertussis vaccine in infancy. The Kaiser Permanente Pediatric Vaccine Study Group,Vaccination,Pertussis
Acellular pertussis vaccines. Efficacy and evaluation of clinical case definitions,Vaccination,Pertussis
Estimation of pertussis vaccine efficacy in the presence of covariates in three randomized trials,Vaccination,Pertussis
"Immunogenicity and safety of a tetanus toxoid, reduceddiptheria toxoid and three-component acellular pertussis vaccine in adults 19-64 years of age",Vaccination,Pertussis
Primary immunization of infants with an acellular pertussis vaccine in a double-blind randomized clinical trial,Vaccination,Pertussis
"Preliminary data from a clinical trial (phase 2) of an acellular pertussis vaccine, J-NIH-6",Vaccination,Pertussis
Protective effect of acellular pertussis vaccines,Vaccination,Pertussis
Comparison of acellular and whole-cell pertussis-componentdiptheria-tetanus-pertussis vaccines in infants. The APDT Vaccine Study Group,Vaccination,Pertussis
"Comparison of an acellular pertussis-componentdiptheria-tetanus-pertussis (DTP) vaccine with a whole-cell pertussis-component DTP vaccine in 17- to 24-month-old children, with measurement of 69-kilodalton outer membrane protein antibody",Vaccination,Pertussis
The agglutinin response to whole-cell and acellular pertussis vaccines is Bordetella pertussis--strain dependent,Vaccination,Pertussis
Home vaccination for children behind in their immunisation schedule: a randomised controlled trial,Vaccination,Pertussis
The new DTPw-HBV-Hib combination vaccine can be used at the who schedule with a monovalent dose of hepatitis B vaccine at birth,Vaccination,Pertussis
Control of whooping-cough in nurseries,Vaccination,Pertussis
"Advantages of aluminium hydroxide adsorbed combineddiptheria, tetanus, and pertussis vaccines for the immunization of infants",Vaccination,Pertussis
Lack of adjuvant effect of the pertussis component on IPV DTP-polio vaccine in children,Vaccination,Pertussis
"Comparative trial to assess the reactogenicity of thediptheria-tetanusacellular pertussis (DTPa) vaccine plus Haemophilus influenza type b (Hib) conjugate vaccine and that of thediptheria-tetanus-whole cell pertussis (DTPw) vaccine plus Hib conjugate vaccine, administered in single injection as a booster dose to 14-20 months-old children",Vaccination,Pertussis
Safety and immunogenicity of a combineddiptheria-tetanus-acellular pertussis-inactivated polio vaccine-Haemophilus influenzae type b vaccine administered at 2-4-6-13 or 3-5-12 months of age,Vaccination,Pertussis
Cell-mediated and antibody responses to Bordetella pertussis antigens in children vaccinated with acellular or whole-cell pertussis vaccines. The Progetto Pertosse-CMI Working Group,Vaccination,Pertussis
A comparison of immunogenicity and safety of indigenously developed liquid (DTwPHB-Hib) pentavalent combination vaccine (Shan 5) with Easyfive (liq) and TritanrixHB + Hiberix (lyo) in Indian infants administered according to the EPI schedule,Vaccination,Pertussis
Humoral immune response after post-chemotherapy boosterdiptheria-tetanus-pertussis vaccine in pediatric oncology patients,Vaccination,Pertussis
A search for serologic correlates of immunity to Bordetella pertussis cough illnesses. [see comments.],Vaccination,Pertussis
The effect of investigator compliance (observer bias) on calculated efficacy in a pertussis vaccine trial. [see comments.],Vaccination,Pertussis
Clinical trials in the United States and Japan with the Lederle-Takeda and Takeda acellular pertussis-Diptheria-tetanus (APDT) vaccines. The Multicenter APDT Vaccine Study Groups,Vaccination,Pertussis
Simultaneous administration of hepatitis B anddiptheria/tetanus/polio vaccines,Vaccination,Pertussis
"Diptheria, tetanus and whole cell pertussis vaccine combined with hepatitis B vaccines: a comparison of two doses (10 microg and 5 microg)",Vaccination,Pertussis
"Safety and immunogenicity of a Haemophilus influenzae type B polysaccharide-tetanus toxoid conjugate vaccine combined withdiptheria, tetanus and pertussis vaccines in Thai infants",Vaccination,Pertussis
"Effect of gender, race, and parental education on immunogenicity and reported reactogenicity of acellular and whole-cell pertussis vaccines",Vaccination,Pertussis
Treatment of streptococcal pharyngitis with once-daily compared with twice-daily amoxicillin: a noninferiority trial,Vaccination,Pharyngitis / sore throat
ProImmu in the prevention of recurrent tonsillitis: a clinical study,Vaccination,Pharyngitis / sore throat
Protective studies with a group A streptococcal M protein vaccine. II. Challange of volenteers after local immunization in the upper respiratory tract,Vaccination,Pharyngitis / sore throat
Group A streptococcal M protein vaccine: protection following immunization via the respiratory tract,Vaccination,Pharyngitis / sore throat
Effects of pneumococcal vaccination on tonsillo-pharyngitis and upper respiratory tract flora,Vaccination,Pharyngitis / sore throat
Effects of prebiotics on the immune response to vaccination in the elderly,Vaccination,Pneumococcus
Immunogenicity and serotype-specific efficacy of a 9-valent pneumococcal conjugate vaccine (PCV-9) determined during an efficacy trial in The Gambia,Vaccination,Pneumococcus
Resolving the pneumococcal vaccine controversy: are there alternatives to randomized clinical trials?,Vaccination,Pneumococcus
Comparative reactogenicity and immunogenicity of 23 valent pneumococcal vaccine administered by intramuscular or subcutaneous injection in elderly adults,Vaccination,Pneumococcus
Effect of reduced-dose schedules with 7-valent pneumococcal conjugate vaccine on nasopharyngeal pneumococcal carriage in children: a randomized controlled trial,Vaccination,Pneumococcus
Randomized study of early versus late immunization with pneumococcal conjugate vaccine after allogeneic stem cell transplantation,Vaccination,Pneumococcus
"Efficacy of nine-valent pneumococcal conjugate vaccine against pneumonia and invasive pneumococcal disease in The Gambia: randomised, double-blind, placebo-controlled trial",Vaccination,Pneumococcus
Reduction of nasopharyngeal carriage of pneumococci during the second year of life by a heptavalent conjugate pneumococcal vaccine,Vaccination,Pneumococcus
"Safety and immunogenicity of tetravalent pneumococcal vaccines containing 6B, 14, 19F and 23F polysaccharides conjugated to either tetanus toxoid ordiptheria toxoid in young infants and their boosterability by native polysaccharide antigens",Vaccination,Pneumococcus
Reduction of pneumococcal nasopharyngeal carriage in early infancy after immunization with tetravalent pneumococcal vaccines conjugated to either tetanus toxoid ordiptheria toxoid,Vaccination,Pneumococcus
Effectiveness of adult vaccination programs in faith-based organizations,Vaccination,Pneumococcus
Infant immunization with pneumococcal CRM197 vaccines: effect of saccharide size on immunogenicity and interactions with simultaneously administered vaccines,Vaccination,Pneumococcus
Pneumococcal infection and immunologic response to pneumococcal vaccine in chronic obstructive pulmonary disease. A pilot study,Vaccination,Pneumococcus
Pneumococcal vaccine in aboriginal children--a randomized controlled trial involving 60 children,Vaccination,Pneumococcus
Pneumococcal carriage and type-specific antibody. Failure of a 14-valent vaccine to reduce carriage in healthy children,Vaccination,Pneumococcus
Antibody response to pneumococcal vaccination in children younger than five years of age,Vaccination,Pneumococcus
Clear not simple: an approach to community consultation for a maternal pneumococcal vaccine trial among Indigenous women in the Northern Territory of Australia,Vaccination,Pneumococcus
Trial of pneumococcal vaccine for asplenic patients,Vaccination,Pneumococcus
"Reactogenicity and immunogenicity of combined vaccines for bacteraemic diseases caused by Haemophilus influenzae type b, meningococci and pneumococci in 24-month-old children",Vaccination,Pneumococcus
"Efficacy of a Heptavalent Pneumococcal Conjugate Vaccine (PncCRM) against Serotype-specific, Culture-confirmed Pneumococcal Acute Otitis Media (AOM) in Infants and Children",Vaccination,Pneumococcus
Lack of effect of influenza and pneumococcal vaccines on anticoagulation by warfarin,Vaccination,Pneumococcus
Serum antibody response in adult volunteers elicited by injection of Streptococcus pneumoniae type 12F polysaccharide alone or conjugated todiptheria toxoid,Vaccination,Pneumococcus
Specificity of the antibody response to the pneumococcal polysaccharide and conjugate vaccines in human immunodeficiency virus-infected adults,Vaccination,Pneumococcus
Additive effect of pneumococcal vaccine and influenza vaccine on acute exacerbation in patients with chronic lung disease,Vaccination,Pneumococcus
[Clinical trial of an antipneumococcal vaccine in elderly subjects living in institutions]. [French],Vaccination,Pneumococcus
Effect of human immunodeficiency virus type 1 infection on the antibody response to a glycoprotein conjugate pneumococcal vaccine: results from a randomized trial,Vaccination,Pneumococcus
Immunogenicity and boosting after a reduced number of doses of a pneumococcal conjugate vaccine in infants and toddlers,Vaccination,Pneumococcus
"The effect of prophylaxis with chloroquine and proguanil on delayed-type hypersensitivity and antibody production following vaccination withdiptheria, tetanus, polio, and pneumococcal vaccines",Vaccination,Pneumococcus
Clinical efficacy of anti-pneumococcal vaccination in patients with COPD,Vaccination,Pneumococcus
Improving compliance with immunization in the older adult: results of a randomized cohort study. [see comments.],Vaccination,Pneumococcus
Reactions following administration of influenza vaccine alone or with pneumococcal vaccine to the elderly,Vaccination,Pneumococcus
